"2011-2012 IMMUNIZATION STATUS OF KINDERGARTEN STUDENTS, CALIFORNIA",,,,,,,,,,,,,,,,,,,,,,,,,,,
"In schools with 10 or more kindergarten students enrolled.",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SCHOOL CODE",COUNTY,"PUB/ PRIV","PUBLIC SCHOOL DISTRICT",CITY,"SCHOOL NAME",ENROLLMENT,UP-TO-DATE†,,"CONDI- TIONAL*",,PME**,,"PBE§ ",,DTP††,,POLIO¥,,"1 MMRll ",,"2 MMR‡ ",,HEPB§,,VARI¶,,REPORTED
0111815,ALAMEDA,PUBLIC,"HAYWARD UNIFIED",HAYWARD,"STONEBRAE ELEMENTARY",108,103,95.3703703703704,5,4.62962962962963,0,0,0,0,107,99.0740740740741,107,99.0740740740741,108,100,104,96.2962962962963,107,99.0740740740741,108,100,Y
6062160,ALAMEDA,PUBLIC,"HAYWARD UNIFIED",HAYWARD,"STROBRIDGE ELEM.",112,100,89.2857142857143,12,10.7142857142857,0,0,0,0,102,91.0714285714286,102,91.0714285714286,107,95.5357142857143,102,91.0714285714286,106,94.6428571428571,106,94.6428571428571,Y
6001192,ALAMEDA,PUBLIC,"HAYWARD UNIFIED",HAYWARD,"TREEVIEW ELEM.",94,90,95.7446808510638,4,4.25531914893617,0,0,0,0,92,97.8723404255319,93,98.936170212766,94,100,93,98.936170212766,90,95.7446808510638,94,100,Y
6104566,ALAMEDA,PUBLIC,"HAYWARD UNIFIED",HAYWARD,"TYRRELL ELEMENTARY",94,84,89.3617021276596,10,10.6382978723404,0,0,0,0,88,93.6170212765958,88,93.6170212765958,94,100,87,92.5531914893617,91,96.8085106382979,94,100,Y
6117543,ALAMEDA,PUBLIC,"LIVERMORE VALLEY JOINT UNIFIED",LIVERMORE,"ALTAMONT CREEK ELEM.",94,93,98.936170212766,0,0,0,0,1,1.06382978723404,93,98.936170212766,93,98.936170212766,93,98.936170212766,93,98.936170212766,93,98.936170212766,93,98.936170212766,Y
6071906,ALAMEDA,PUBLIC,"LIVERMORE VALLEY JOINT UNIFIED",LIVERMORE,"ARROYO SECO ELEM.",129,122,94.5736434108527,7,5.42635658914729,0,0,0,0,123,95.3488372093023,122,94.5736434108527,129,100,123,95.3488372093023,126,97.6744186046512,127,98.4496124031008,Y
6110332,ALAMEDA,PUBLIC,"LIVERMORE VALLEY JOINT UNIFIED",LIVERMORE,"CROCE (LEO) ELEM.",98,95,96.9387755102041,1,1.02040816326531,0,0,2,2.04081632653061,95,96.9387755102041,95,96.9387755102041,96,97.9591836734694,95,96.9387755102041,96,97.9591836734694,96,97.9591836734694,Y
6001283,ALAMEDA,PUBLIC,"LIVERMORE VALLEY JOINT UNIFIED",LIVERMORE,"JACKSON AVE. ELEM.",112,107,95.5357142857143,2,1.78571428571429,0,0,3,2.67857142857143,108,96.4285714285714,109,97.3214285714286,109,97.3214285714286,108,96.4285714285714,109,97.3214285714286,109,97.3214285714286,Y
6001234,ALAMEDA,PUBLIC,"LIVERMORE VALLEY JOINT UNIFIED",LIVERMORE,"JUNCTION K-8",75,74,98.6666666666667,0,0,0,0,1,1.33333333333333,74,98.6666666666667,74,98.6666666666667,74,98.6666666666667,74,98.6666666666667,74,98.6666666666667,74,98.6666666666667,Y
6001317,ALAMEDA,PUBLIC,"LIVERMORE VALLEY JOINT UNIFIED",LIVERMORE,"MARYLIN AVE. ELEM.",95,94,98.9473684210526,0,0,0,0,1,1.05263157894737,94,98.9473684210526,94,98.9473684210526,94,98.9473684210526,94,98.9473684210526,94,98.9473684210526,94,98.9473684210526,Y
6001291,ALAMEDA,PUBLIC,"LIVERMORE VALLEY JOINT UNIFIED",LIVERMORE,"MITCHELL (JOE) ELEM.",71,64,90.1408450704225,3,4.22535211267606,1,1.40845070422535,3,4.22535211267606,64,90.1408450704225,64,90.1408450704225,67,94.3661971830986,64,90.1408450704225,67,94.3661971830986,67,94.3661971830986,Y
6089338,ALAMEDA,PUBLIC,"LIVERMORE VALLEY JOINT UNIFIED",LIVERMORE,"RANCHO LAS POSITAS ELEM.",78,78,100,0,0,0,0,0,0,78,100,78,100,78,100,78,100,78,100,78,100,Y
6001259,ALAMEDA,PUBLIC,"LIVERMORE VALLEY JOINT UNIFIED",LIVERMORE,"SMITH (EMMA C.) ELEM.",124,124,100,0,0,0,0,0,0,124,100,124,100,124,100,124,100,124,100,124,100,Y
6097661,ALAMEDA,PUBLIC,"LIVERMORE VALLEY JOINT UNIFIED",LIVERMORE,"SUNSET ELEM.",133,125,93.984962406015,0,0,1,0.75187969924812,7,5.26315789473684,125,93.984962406015,125,93.984962406015,125,93.984962406015,125,93.984962406015,125,93.984962406015,125,93.984962406015,Y
6001606,ALAMEDA,PUBLIC,"NEW HAVEN UNIFIED",HAYWARD,"HILLVIEW CREST ELEM.",98,88,89.7959183673469,10,10.2040816326531,0,0,0,0,94,95.9183673469388,92,93.8775510204082,98,100,92,93.8775510204082,96,97.9591836734694,97,98.9795918367347,Y
6001572,ALAMEDA,PUBLIC,"NEW HAVEN UNIFIED","UNION CITY","ALVARADO ELEM.",138,113,81.8840579710145,25,18.1159420289855,0,0,0,0,128,92.7536231884058,129,93.4782608695652,138,100,120,86.9565217391304,134,97.1014492753623,135,97.8260869565217,Y
6089346,ALAMEDA,PUBLIC,"NEW HAVEN UNIFIED","UNION CITY","CABELLO STUDENT SUPPORT CENTER",49,38,77.5510204081633,11,22.4489795918367,0,0,0,0,40,81.6326530612245,40,81.6326530612245,49,100,39,79.5918367346939,48,97.9591836734694,47,95.9183673469388,Y
6118525,ALAMEDA,PUBLIC,"NEW HAVEN UNIFIED","UNION CITY","DELAINE EASTIN ELEMENTARY",129,113,87.5968992248062,16,12.4031007751938,0,0,0,0,126,97.6744186046512,126,97.6744186046512,129,100,122,94.5736434108527,127,98.4496124031008,128,99.2248062015504,Y
6115554,ALAMEDA,PUBLIC,"NEW HAVEN UNIFIED","UNION CITY","EMANUELE (GUY JR.) ELEMENTARY",114,96,84.2105263157895,17,14.9122807017544,0,0,1,0.87719298245614,103,90.3508771929825,103,90.3508771929825,113,99.1228070175439,101,88.5964912280702,110,96.4912280701754,111,97.3684210526316,Y
6115505,ALAMEDA,PUBLIC,"NEW HAVEN UNIFIED","UNION CITY","KITAYAMA (TOM) ELEMENTARY",134,120,89.5522388059701,14,10.4477611940298,0,0,0,0,128,95.5223880597015,132,98.5074626865672,134,100,128,95.5223880597015,133,99.2537313432836,133,99.2537313432836,Y
6101604,ALAMEDA,PUBLIC,"NEW HAVEN UNIFIED","UNION CITY","PIONEER ELEM.",115,109,94.7826086956522,5,4.34782608695652,1,0.8695652173913,0,0,111,96.5217391304348,112,97.3913043478261,114,99.1304347826087,110,95.6521739130435,113,98.2608695652174,113,98.2608695652174,Y
6001622,ALAMEDA,PUBLIC,"NEW HAVEN UNIFIED","UNION CITY","SEARLES ELEM.",132,116,87.8787878787879,16,12.1212121212121,0,0,0,0,126,95.4545454545455,128,96.969696969697,132,100,123,93.1818181818182,125,94.6969696969697,130,98.4848484848485,Y
6001499,ALAMEDA,PUBLIC,"NEWARK UNIFIED",NEWARK,"BUNKER (JAMES L.) ELEM.",87,83,95.4022988505747,2,2.29885057471264,2,2.29885057471264,0,0,83,95.4022988505747,84,96.551724137931,85,97.7011494252874,85,97.7011494252874,85,97.7011494252874,85,97.7011494252874,Y
6001481,ALAMEDA,PUBLIC,"NEWARK UNIFIED",NEWARK,"GRAHAM (JAMES A.) ELEM.",58,52,89.6551724137931,6,10.3448275862069,0,0,0,0,56,96.551724137931,57,98.2758620689655,58,100,58,100,55,94.8275862068966,58,100,Y
6001507,ALAMEDA,PUBLIC,"NEWARK UNIFIED",NEWARK,"KENNEDY (JOHN F.) ELEM.",58,55,94.8275862068966,0,0,0,0,3,5.17241379310345,55,94.8275862068966,55,94.8275862068966,55,94.8275862068966,55,94.8275862068966,55,94.8275862068966,55,94.8275862068966,Y
6001523,ALAMEDA,PUBLIC,"NEWARK UNIFIED",NEWARK,"LINCOLN ELEM.",58,58,100,0,0,0,0,0,0,58,100,58,100,58,100,58,100,58,100,58,100,Y
6001531,ALAMEDA,PUBLIC,"NEWARK UNIFIED",NEWARK,"MILANI (LOUIS) ELEM.",60,60,100,0,0,0,0,0,0,60,100,60,100,60,100,60,100,60,100,60,100,Y
6001457,ALAMEDA,PUBLIC,"NEWARK UNIFIED",NEWARK,"MUSICK (E. L.) ELEM.",63,52,82.5396825396825,10,15.8730158730159,1,1.58730158730159,0,0,56,88.8888888888889,56,88.8888888888889,62,98.4126984126984,55,87.3015873015873,60,95.2380952380952,62,98.4126984126984,Y
6001440,ALAMEDA,PUBLIC,"NEWARK UNIFIED",NEWARK,"SCHILLING (AUGUST) ELEM.",87,80,91.9540229885057,6,6.89655172413793,0,0,1,1.14942528735632,80,91.9540229885057,80,91.9540229885057,86,98.8505747126437,81,93.1034482758621,84,96.551724137931,86,98.8505747126437,Y
6001473,ALAMEDA,PUBLIC,"NEWARK UNIFIED",NEWARK,"SNOW (H. A.) ELEM.",64,58,90.625,6,9.375,0,0,0,0,58,90.625,59,92.1875,64,100,58,90.625,58,90.625,62,96.875,Y
6001630,ALAMEDA,PUBLIC,"OAKLAND UNIFIED",OAKLAND,"ALLENDALE ELEM.",89,77,86.5168539325843,12,13.4831460674157,0,0,0,0,80,89.8876404494382,82,92.1348314606742,88,98.876404494382,82,92.1348314606742,88,98.876404494382,87,97.752808988764,Y
6118608,ALAMEDA,PUBLIC,"OAKLAND UNIFIED",OAKLAND,ASCEND,49,42,85.7142857142857,7,14.2857142857143,0,0,0,0,46,93.8775510204082,43,87.7551020408163,48,97.9591836734694,47,95.9183673469388,47,95.9183673469388,48,97.9591836734694,Y
0120188,ALAMEDA,PUBLIC,"OAKLAND UNIFIED",OAKLAND,"ASPIRE ERES ACADEMY",22,18,81.8181818181818,4,18.1818181818182,0,0,0,0,20,90.9090909090909,19,86.3636363636364,22,100,21,95.4545454545455,21,95.4545454545455,22,100,Y
6001655,ALAMEDA,PUBLIC,"OAKLAND UNIFIED",OAKLAND,"BELLA VISTA ELEM.",97,79,81.4432989690722,18,18.5567010309278,0,0,0,0,82,84.5360824742268,83,85.5670103092783,88,90.7216494845361,93,95.8762886597938,84,86.5979381443299,86,88.659793814433,Y
0109819,ALAMEDA,PUBLIC,"OAKLAND UNIFIED",OAKLAND,"BERKLEY MAYNARD ACADEMY",66,56,84.8484848484848,10,15.1515151515152,0,0,0,0,56,84.8484848484848,56,84.8484848484848,66,100,56,84.8484848484848,66,100,66,100,Y
6002075,ALAMEDA,PUBLIC,"OAKLAND UNIFIED",OAKLAND,"BRIDGES ACADEMY @ MELROSE ELEM.",69,67,97.1014492753623,2,2.89855072463768,0,0,0,0,69,100,69,100,69,100,68,98.5507246376812,68,98.5507246376812,69,100,Y
6001663,ALAMEDA,PUBLIC,"OAKLAND UNIFIED",OAKLAND,"BROOKFIELD VILLAGE ELEM.",73,67,91.7808219178082,6,8.21917808219178,0,0,0,0,68,93.1506849315068,69,94.5205479452055,73,100,69,94.5205479452055,73,100,73,100,Y
6001689,ALAMEDA,PUBLIC,"OAKLAND UNIFIED",OAKLAND,"BURCKHALTER ELEM.",38,33,86.8421052631579,5,13.1578947368421,0,0,0,0,35,92.1052631578947,35,92.1052631578947,38,100,36,94.7368421052632,36,94.7368421052632,38,100,Y
6001648,ALAMEDA,PUBLIC,"OAKLAND UNIFIED",OAKLAND,"CHABOT ELEM.",96,91,94.7916666666667,4,4.16666666666667,0,0,1,1.04166666666667,91,94.7916666666667,93,96.875,94,97.9166666666667,95,98.9583333333333,94,97.9166666666667,93,96.875,Y
0130518,ALAMEDA,PUBLIC,"OAKLAND UNIFIED",OAKLAND,"CIVICORPS ELEMENTARY",24,19,79.1666666666667,4,16.6666666666667,0,0,1,4.16666666666667,21,87.5,22,91.6666666666667,23,95.8333333333333,20,83.3333333333333,23,95.8333333333333,22,91.6666666666667,Y
6001739,ALAMEDA,PUBLIC,"OAKLAND UNIFIED",OAKLAND,"CLEVELAND ELEM.",71,69,97.1830985915493,0,0,0,0,2,2.8169014084507,69,97.1830985915493,69,97.1830985915493,69,97.1830985915493,69,97.1830985915493,69,97.1830985915493,69,97.1830985915493,Y
0115204,ALAMEDA,PUBLIC,"OAKLAND UNIFIED",OAKLAND,"COMMUNITY UNITED ELEMENTARY",63,57,90.4761904761905,6,9.52380952380952,0,0,0,0,59,93.6507936507936,60,95.2380952380952,62,98.4126984126984,61,96.8253968253968,60,95.2380952380952,62,98.4126984126984,Y
0114454,ALAMEDA,PUBLIC,"OAKLAND UNIFIED",OAKLAND,"CONSERVATORY OF VOCAL/INSTRUMENTAL ARTS",20,16,80,4,20,0,0,0,0,20,100,20,100,20,100,16,80,20,100,20,100,Y
6001788,ALAMEDA,PUBLIC,"OAKLAND UNIFIED",OAKLAND,"COX ACADEMY",85,71,83.5294117647059,14,16.4705882352941,0,0,0,0,76,89.4117647058824,76,89.4117647058824,85,100,75,88.2352941176471,80,94.1176470588235,85,100,Y
6001754,ALAMEDA,PUBLIC,"OAKLAND UNIFIED",OAKLAND,"CROCKER HIGHLANDS ELEM.",72,53,73.6111111111111,19,26.3888888888889,0,0,0,0,65,90.2777777777778,62,86.1111111111111,70,97.2222222222222,64,88.8888888888889,68,94.4444444444444,65,90.2777777777778,Y
0115600,ALAMEDA,PUBLIC,"OAKLAND UNIFIED",OAKLAND,"EAST OAKLAND PRIDE ELEMENTARY",75,72,96,3,4,0,0,0,0,72,96,72,96,75,100,72,96,73,97.3333333333333,75,100,Y
6001812,ALAMEDA,PUBLIC,"OAKLAND UNIFIED",OAKLAND,"EMERSON ELEM.",45,42,93.3333333333333,3,6.66666666666667,0,0,0,0,44,97.7777777777778,44,97.7777777777778,44,97.7777777777778,43,95.5555555555556,44,97.7777777777778,45,100,Y
0102988,ALAMEDA,PUBLIC,"OAKLAND UNIFIED",OAKLAND,"ENCOMPASS ACADEMY",51,42,82.3529411764706,9,17.6470588235294,0,0,0,0,46,90.1960784313726,47,92.156862745098,51,100,42,82.3529411764706,50,98.0392156862745,50,98.0392156862745,Y
6002190,ALAMEDA,PUBLIC,"OAKLAND UNIFIED",OAKLAND,"Esperanza @ STONEHURST ELEM.",51,47,92.156862745098,4,7.84313725490196,0,0,0,0,49,96.078431372549,49,96.078431372549,51,100,48,94.1176470588235,49,96.078431372549,51,100,Y
6001820,ALAMEDA,PUBLIC,"OAKLAND UNIFIED",OAKLAND,"FRANKLIN ELEM.",139,130,93.5251798561151,9,6.47482014388489,0,0,0,0,131,94.2446043165468,132,94.9640287769784,139,100,133,95.6834532374101,134,96.4028776978417,138,99.2805755395683,Y
0112813,ALAMEDA,PUBLIC,"OAKLAND UNIFIED",OAKLAND,"FRED T. KOREMATSU DISCOVER ACADEMY",73,72,98.6301369863014,1,1.36986301369863,0,0,0,0,72,98.6301369863014,72,98.6301369863014,73,100,72,98.6301369863014,73,100,73,100,Y
6001838,ALAMEDA,PUBLIC,"OAKLAND UNIFIED",OAKLAND,"FRUITVALE ELEM.",63,49,77.7777777777778,14,22.2222222222222,0,0,0,0,52,82.5396825396825,54,85.7142857142857,61,96.8253968253968,53,84.1269841269841,56,88.8888888888889,60,95.2380952380952,Y
0115576,ALAMEDA,PUBLIC,"OAKLAND UNIFIED",OAKLAND,"FUTURES ELEMENTARY",48,42,87.5,6,12.5,0,0,0,0,43,89.5833333333333,45,93.75,47,97.9166666666667,44,91.6666666666667,46,95.8333333333333,48,100,Y
6001846,ALAMEDA,PUBLIC,"OAKLAND UNIFIED",OAKLAND,"GARFIELD ELEM.",101,97,96.039603960396,4,3.96039603960396,0,0,0,0,99,98.019801980198,99,98.019801980198,101,100,97,96.039603960396,100,99.009900990099,101,100,Y
6001853,ALAMEDA,PUBLIC,"OAKLAND UNIFIED",OAKLAND,"GLENVIEW ELEM.",80,62,77.5,14,17.5,0,0,4,5,68,85,69,86.25,72,90,71,88.75,67,83.75,71,88.75,Y
0115584,ALAMEDA,PUBLIC,"OAKLAND UNIFIED",OAKLAND,"GLOBAL FAMILY",73,72,98.6301369863014,1,1.36986301369863,0,0,0,0,72,98.6301369863014,72,98.6301369863014,72,98.6301369863014,72,98.6301369863014,72,98.6301369863014,72,98.6301369863014,Y
6001879,ALAMEDA,PUBLIC,"OAKLAND UNIFIED",OAKLAND,"GRASS VALLEY ELEM.",41,36,87.8048780487805,4,9.75609756097561,0,0,1,2.4390243902439,36,87.8048780487805,38,92.6829268292683,39,95.1219512195122,39,95.1219512195122,38,92.6829268292683,39,95.1219512195122,Y
0115618,ALAMEDA,PUBLIC,"OAKLAND UNIFIED",OAKLAND,"GREENLEAF ELEMENTARY",64,56,87.5,8,12.5,0,0,0,0,58,90.625,58,90.625,62,96.875,59,92.1875,62,96.875,62,96.875,Y
6001911,ALAMEDA,PUBLIC,"OAKLAND UNIFIED",OAKLAND,"HILLCREST ELEM.",44,37,84.0909090909091,6,13.6363636363636,1,2.27272727272727,0,0,40,90.9090909090909,40,90.9090909090909,43,97.7272727272727,42,95.4545454545455,41,93.1818181818182,43,97.7272727272727,Y
6057046,ALAMEDA,PUBLIC,"OAKLAND UNIFIED",OAKLAND,"HOOVER ELEM.",52,47,90.3846153846154,5,9.61538461538462,0,0,0,0,48,92.3076923076923,47,90.3846153846154,50,96.1538461538462,50,96.1538461538462,50,96.1538461538462,49,94.2307692307692,Y
6001713,ALAMEDA,PUBLIC,"OAKLAND UNIFIED",OAKLAND,"HOWARD (CHARLES P.) ELEM.",28,24,85.7142857142857,4,14.2857142857143,0,0,0,0,27,96.4285714285714,27,96.4285714285714,28,100,25,89.2857142857143,26,92.8571428571429,27,96.4285714285714,Y
6118616,ALAMEDA,PUBLIC,"OAKLAND UNIFIED",OAKLAND,"INTERNATIONAL COMMUNITY",75,67,89.3333333333333,8,10.6666666666667,0,0,0,0,69,92,68,90.6666666666667,74,98.6666666666667,71,94.6666666666667,71,94.6666666666667,74,98.6666666666667,Y
6001895,ALAMEDA,PUBLIC,"OAKLAND UNIFIED",OAKLAND,"KAISER (HENRY J., JR.) ELEM.",51,31,60.7843137254902,20,39.2156862745098,0,0,0,0,38,74.5098039215686,38,74.5098039215686,45,88.2352941176471,44,86.2745098039216,40,78.4313725490196,44,86.2745098039216,Y
6072235,ALAMEDA,PUBLIC,"OAKLAND UNIFIED",OAKLAND,"KING (MARTIN LUTHER, JR.) ELEM.",44,29,65.9090909090909,15,34.0909090909091,0,0,0,0,32,72.7272727272727,32,72.7272727272727,36,81.8181818181818,39,88.6363636363636,34,77.2727272727273,35,79.5454545454545,Y
6096523,ALAMEDA,PUBLIC,"OAKLAND UNIFIED",OAKLAND,"LA ESCUELITA ELEM.",49,46,93.8775510204082,3,6.12244897959184,0,0,0,0,46,93.8775510204082,47,95.9183673469388,49,100,46,93.8775510204082,48,97.9591836734694,49,100,Y
6001978,ALAMEDA,PUBLIC,"OAKLAND UNIFIED",OAKLAND,"LAFAYETTE ELEM.",45,38,84.4444444444444,7,15.5555555555556,0,0,0,0,39,86.6666666666667,40,88.8888888888889,44,97.7777777777778,41,91.1111111111111,44,97.7777777777778,44,97.7777777777778,Y
6001986,ALAMEDA,PUBLIC,"OAKLAND UNIFIED",OAKLAND,"LAKEVIEW ELEM.",63,49,77.7777777777778,14,22.2222222222222,0,0,0,0,53,84.1269841269841,54,85.7142857142857,61,96.8253968253968,57,90.4761904761905,55,87.3015873015873,58,92.0634920634921,Y
6001994,ALAMEDA,PUBLIC,"OAKLAND UNIFIED",OAKLAND,"LAUREL ELEM.",92,81,88.0434782608696,10,10.8695652173913,1,1.08695652173913,0,0,85,92.3913043478261,86,93.4782608695652,89,96.7391304347826,85,92.3913043478261,88,95.6521739130435,89,96.7391304347826,Y
6002000,ALAMEDA,PUBLIC,"OAKLAND UNIFIED",OAKLAND,"LAZEAR ELEM.",48,45,93.75,3,6.25,0,0,0,0,47,97.9166666666667,47,97.9166666666667,48,100,46,95.8333333333333,47,97.9166666666667,48,100,Y
0115592,ALAMEDA,PUBLIC,"OAKLAND UNIFIED",OAKLAND,"LEARNING WITHOUT LIMITS",70,65,92.8571428571429,5,7.14285714285714,0,0,0,0,65,92.8571428571429,67,95.7142857142857,70,100,68,97.1428571428571,67,95.7142857142857,70,100,Y
0130633,ALAMEDA,PUBLIC,"OAKLAND UNIFIED",OAKLAND,"LIGHTHOUSE COMMUNITY CHARTER",48,48,100,0,0,0,0,0,0,48,100,48,100,48,100,48,100,48,100,48,100,Y
6002018,ALAMEDA,PUBLIC,"OAKLAND UNIFIED",OAKLAND,"LINCOLN ELEM.",119,114,95.7983193277311,5,4.20168067226891,0,0,0,0,117,98.3193277310924,116,97.4789915966387,119,100,116,97.4789915966387,116,97.4789915966387,118,99.1596638655462,Y
6001929,ALAMEDA,PUBLIC,"OAKLAND UNIFIED",OAKLAND,"MANN (HORACE) ELEM.",57,52,91.2280701754386,5,8.7719298245614,0,0,0,0,55,96.4912280701754,55,96.4912280701754,57,100,53,92.9824561403509,55,96.4912280701754,57,100,Y
6002042,ALAMEDA,PUBLIC,"OAKLAND UNIFIED",OAKLAND,"MANZANITA COMMUNITY ELEM.",62,47,75.8064516129032,15,24.1935483870968,0,0,0,0,49,79.0322580645161,50,80.6451612903226,55,88.7096774193548,60,96.7741935483871,59,95.1612903225807,59,95.1612903225807,Y
0110247,ALAMEDA,PUBLIC,"OAKLAND UNIFIED",OAKLAND,"MANZANITA SEED ELEMENTARY",75,62,82.6666666666667,11,14.6666666666667,0,0,2,2.66666666666667,65,86.6666666666667,68,90.6666666666667,70,93.3333333333333,69,92,69,92,70,93.3333333333333,Y
6002059,ALAMEDA,PUBLIC,"OAKLAND UNIFIED",OAKLAND,"MARKHAM ELEM.",72,62,86.1111111111111,9,12.5,0,0,1,1.38888888888889,63,87.5,62,86.1111111111111,68,94.4444444444444,68,94.4444444444444,66,91.6666666666667,70,97.2222222222222,Y
6001952,ALAMEDA,PUBLIC,"OAKLAND UNIFIED",OAKLAND,"MARSHALL (JOHN) ELEM.",28,18,64.2857142857143,10,35.7142857142857,0,0,0,0,21,75,22,78.5714285714286,23,82.1428571428571,23,82.1428571428571,21,75,23,82.1428571428571,Y
6002067,ALAMEDA,PUBLIC,"OAKLAND UNIFIED",OAKLAND,"MAXWELL PARK ELEM.",41,39,95.1219512195122,2,4.8780487804878,0,0,0,0,39,95.1219512195122,39,95.1219512195122,40,97.5609756097561,40,97.5609756097561,41,100,40,97.5609756097561,Y
6118640,ALAMEDA,PUBLIC,"OAKLAND UNIFIED",OAKLAND,"MELROSE LEADERSHIP ACADEMY",48,33,68.75,14,29.1666666666667,0,0,1,2.08333333333333,39,81.25,39,81.25,42,87.5,44,91.6666666666667,39,81.25,42,87.5,Y
6001945,ALAMEDA,PUBLIC,"OAKLAND UNIFIED",OAKLAND,"MILLER (JOAQUIN) ELEM.",73,50,68.4931506849315,22,30.1369863013699,0,0,1,1.36986301369863,55,75.3424657534247,55,75.3424657534247,70,95.8904109589041,58,79.4520547945205,66,90.4109589041096,67,91.7808219178082,Y
0108803,ALAMEDA,PUBLIC,"OAKLAND UNIFIED",OAKLAND,"MILLSMONT ACADEMY",48,34,70.8333333333333,13,27.0833333333333,0,0,1,2.08333333333333,37,77.0833333333333,38,79.1666666666667,41,85.4166666666667,37,77.0833333333333,41,85.4166666666667,39,81.25,Y
6117568,ALAMEDA,PUBLIC,"OAKLAND UNIFIED",OAKLAND,"MONARCH ACADEMY",66,65,98.4848484848485,0,0,1,1.51515151515152,0,0,65,98.4848484848485,65,98.4848484848485,65,98.4848484848485,65,98.4848484848485,65,98.4848484848485,65,98.4848484848485,Y
6002083,ALAMEDA,PUBLIC,"OAKLAND UNIFIED",OAKLAND,"MONTCLAIR ELEM.",92,90,97.8260869565217,2,2.17391304347826,0,0,0,0,91,98.9130434782609,91,98.9130434782609,92,100,91,98.9130434782609,92,100,91,98.9130434782609,Y
6001697,ALAMEDA,PUBLIC,"OAKLAND UNIFIED",OAKLAND,"MUNCK (CARL B.) ELEM.",69,63,91.304347826087,6,8.69565217391304,0,0,0,0,63,91.304347826087,65,94.2028985507246,67,97.1014492753623,67,97.1014492753623,65,94.2028985507246,67,97.1014492753623,Y
6001903,ALAMEDA,PUBLIC,"OAKLAND UNIFIED",OAKLAND,"NEW HIGHLAND ELEM.",51,46,90.1960784313726,5,9.80392156862745,0,0,0,0,49,96.078431372549,49,96.078431372549,51,100,49,96.078431372549,49,96.078431372549,51,100,Y
6117972,ALAMEDA,PUBLIC,"OAKLAND UNIFIED",OAKLAND,"NORTH OAKLAND COMM. CHARTER SCHO",22,17,77.2727272727273,4,18.1818181818182,0,0,1,4.54545454545455,21,95.4545454545455,21,95.4545454545455,21,95.4545454545455,20,90.9090909090909,18,81.8181818181818,21,95.4545454545455,Y
6002091,ALAMEDA,PUBLIC,"OAKLAND UNIFIED",OAKLAND,"PARKER ELEM.",24,12,50,12,50,0,0,0,0,14,58.3333333333333,14,58.3333333333333,20,83.3333333333333,21,87.5,18,75,20,83.3333333333333,Y
6002109,ALAMEDA,PUBLIC,"OAKLAND UNIFIED",OAKLAND,"PERALTA YEAR AROUND",54,37,68.5185185185185,17,31.4814814814815,0,0,0,0,49,90.7407407407407,46,85.1851851851852,53,98.1481481481482,45,83.3333333333333,48,88.8888888888889,47,87.037037037037,Y
6002117,ALAMEDA,PUBLIC,"OAKLAND UNIFIED",OAKLAND,"PIEDMONT AVE. ELEM.",76,38,50,37,48.6842105263158,0,0,1,1.31578947368421,45,59.2105263157895,50,65.7894736842105,63,82.8947368421053,64,84.2105263157895,56,73.6842105263158,60,78.9473684210526,Y
6002125,ALAMEDA,PUBLIC,"OAKLAND UNIFIED",OAKLAND,"PRESCOTT ELEM.",29,18,62.0689655172414,11,37.9310344827586,0,0,0,0,21,72.4137931034483,20,68.9655172413793,26,89.6551724137931,23,79.3103448275862,26,89.6551724137931,26,89.6551724137931,Y
0110239,ALAMEDA,PUBLIC,"OAKLAND UNIFIED",OAKLAND,"REACH ACADEMY",59,51,86.4406779661017,8,13.5593220338983,0,0,0,0,53,89.8305084745763,54,91.5254237288136,57,96.6101694915254,54,91.5254237288136,55,93.2203389830508,56,94.9152542372881,Y
6002141,ALAMEDA,PUBLIC,"OAKLAND UNIFIED",OAKLAND,"REDWOOD HEIGHTS ELEM.",53,45,84.9056603773585,5,9.43396226415094,0,0,3,5.66037735849057,48,90.5660377358491,47,88.6792452830189,50,94.3396226415094,47,88.6792452830189,50,94.3396226415094,50,94.3396226415094,Y
6117394,ALAMEDA,PUBLIC,"OAKLAND UNIFIED",OAKLAND,"REEMS (ERNESTINE C.) ACADEMY OF",34,34,100,0,0,0,0,0,0,34,100,34,100,34,100,34,100,34,100,34,100,Y
0110262,ALAMEDA,PUBLIC,"OAKLAND UNIFIED",OAKLAND,"RISE COMMUNITY",70,64,91.4285714285714,5,7.14285714285714,1,1.42857142857143,0,0,67,95.7142857142857,66,94.2857142857143,69,98.5714285714286,66,94.2857142857143,69,98.5714285714286,69,98.5714285714286,Y
0110254,ALAMEDA,PUBLIC,"OAKLAND UNIFIED",OAKLAND,"SANKOFA ACADEMY",49,27,55.1020408163265,21,42.8571428571429,1,2.04081632653061,0,0,27,55.1020408163265,27,55.1020408163265,28,57.1428571428571,47,95.9183673469388,28,57.1428571428571,28,57.1428571428571,Y
6002166,ALAMEDA,PUBLIC,"OAKLAND UNIFIED",OAKLAND,"SANTA FE ELEM.",18,12,66.6666666666667,6,33.3333333333333,0,0,0,0,13,72.2222222222222,13,72.2222222222222,18,100,12,66.6666666666667,18,100,18,100,Y
